date,state,cases_new,cases_recovered,cases_active,daily_full,FIXED,FIXED2,new_exposed_over,new_exposed_under,new_exposed,E= NewCt+1 / delta,dE = NewInf-NewC,S,S/N,S/N * I,beta_new,gamma_new,v_t = V/S,,,,,,,,,,,,date,line_state_number,line_Cases_new,Line_cases_new_Asymptomatic,line_cases_new_symptomatic,line_state,line_p_symp,
4/25/2021,Johor,159,144,1670,2370,,,270.8333333,182.5,226.6666667,1854,67.66666667,3755647,0.989838965,1653.031071,0.137121843,0.014371257,0.00063105,,,,,,,,,,,,25/04/2021,1,159,61,98,Johor,0.616352201,
4/26/2021,Johor,309,24,1953,2194,,,287.1666667,204,245.5833333,1320,-63.41666667,3755338,0.989757525,1932.996446,0.127048,0.04813108,0.000584235,,,,,,,,,,,,26/04/2021,1,309,234,75,Johor,0.242718447,
4/27/2021,Johor,220,94,2077,1752,,,295.6666667,226,260.8333333,1164,40.83333333,3755118,0.989699541,2055.605947,0.126888781,0.07125662,0.000466563,,,,,,,,,,,,27/04/2021,1,220,119,101,Johor,0.459090909,
4/28/2021,Johor,194,148,2123,2090,,,323.5,217.3333333,270.4166667,1242,76.41666667,3754924,0.989648411,2101.023576,0.128707107,0.085727744,0.000556602,,,,,,,,,,,,28/04/2021,1,194,99,95,Johor,0.489690722,
4/29/2021,Johor,207,182,2146,1540,,,319.8333333,236.3333333,278.0833333,960,71.08333333,3754717,0.989593854,2123.66841,0.130944799,0.052656104,0.000410151,,,,,,,,,,,,29/04/2021,1,207,85,122,Johor,0.589371981,
4/30/2021,Johor,160,113,2192,305,,,345.1666667,250.1666667,297.6666667,1860,137.6666667,3754557,0.989551684,2169.097292,0.137230666,0.046532847,8.12346E-05,,,,,,,,,,,,30/04/2021,1,160,85,75,Johor,0.46875,
5/1/2021,Johor,310,102,2398,0,,,353.8333333,255,304.4166667,1278,-5.583333333,3754247,0.98946998,2372.749013,0.128297036,0.171392827,0,,,,,,,,,,,,01/05/2021,1,310,187,123,Johor,0.396774194,
5/2/2021,Johor,213,411,2198,2332,,,361.8333333,249.1666667,305.5,1230,92.5,3754034,0.989413842,2174.731625,0.140477104,0.03366697,0.000621198,,,,,,,,,,,,02/05/2021,1,213,96,117,Johor,0.549295775,
5/3/2021,Johor,205,74,2328,4528,,,371.1666667,270.1666667,320.6666667,2016,115.6666667,3753829,0.989359812,2303.229643,0.139224791,0.030498282,0.001206235,,,,,,,,,,,,03/05/2021,1,205,67,138,Johor,0.673170732,
5/4/2021,Johor,336,71,2592,649,,,406,273.6666667,339.8333333,1752,3.833333333,3753493,0.989271256,2564.191096,0.132530424,0.104166667,0.000172906,,,,,,,,,,,,04/05/2021,1,336,173,163,Johor,0.485119048,
5/5/2021,Johor,292,270,2609,3108,,,407.3333333,303.5,355.4166667,1548,63.41666667,3753201,0.989194297,2580.80792,0.137715273,0.057876581,0.000828093,,,,,,,,,,,,05/05/2021,1,292,135,157,Johor,0.537671233,
5/6/2021,Johor,258,151,2711,3193,,,431.5,298.5,365,1962,107,3752943,0.989126298,2681.521394,0.136116759,0.081888602,0.000850799,,,,,,,,,,,,06/05/2021,1,258,79,179,Johor,0.69379845,
5/7/2021,Johor,327,222,2813,1,,,408,327.8333333,367.9166667,1728,40.91666667,3752616,0.989040114,2782.16984,0.132240908,0.025950942,2.66481E-07,,,,,,,,,,,,07/05/2021,1,327,148,179,Johor,0.547400612,
5/8/2021,Johor,288,73,3025,2061,,,430.3333333,301.1666667,365.75,2190,77.75,3752328,0.988964209,2991.616731,0.122258308,0.092892562,0.000549259,,,,,,,,,,,,08/05/2021,1,288,146,142,Johor,0.493055556,
5/9/2021,Johor,365,281,3106,2459,,,434.1666667,308.3333333,371.25,1542,6.25,3751963,0.988868009,3071.424036,0.120872272,0.117836446,0.00065539,,,,,,,,,,,,09/05/2021,1,365,172,193,Johor,0.528767123,
5/10/2021,Johor,257,366,2993,3550,,,492.6666667,298.3333333,395.5,2304,138.5,3751706,0.988800274,2959.47922,0.133638377,0.077180087,0.000946236,,,,,,,,,,,,10/05/2021,1,257,124,133,Johor,0.517509728,
5/11/2021,Johor,384,231,3140,192,,,517.3333333,359,438.1666667,2088,54.16666667,3751322,0.988699067,3104.51507,0.141138521,0.056369427,5.1182E-05,,,,,,,,,,,,11/05/2021,1,384,138,246,Johor,0.640625,
5/12/2021,Johor,348,177,3307,16,,,529.1666667,389.3333333,459.25,2802,111.25,3750974,0.988607348,3269.3245,0.140472443,0.084064106,4.26556E-06,,,,,,,,,,,,12/05/2021,1,348,172,176,Johor,0.505747126,
5/13/2021,Johor,467,278,3491,0,,,536.5,419.6666667,478.0833333,2010,11.08333333,3750507,0.988484265,3450.798571,0.138542811,0.057003724,0,,,,,,,,,,,,13/05/2021,1,467,258,209,Johor,0.447537473,
5/14/2021,Johor,335,199,3626,0,,,590.6666667,434,512.3333333,2598,177.3333333,3750172,0.988395973,3583.923797,0.142953188,0.091009377,0,,,,,,,,,,,,14/05/2021,1,335,186,149,Johor,0.444776119,
5/15/2021,Johor,433,330,3725,1,,,603.5,457.6666667,530.5833333,1344,97.58333333,3749739,0.988281851,3681.349896,0.144127385,0.074630872,2.66685E-07,,,,,,,,,,,,15/05/2021,1,433,231,202,Johor,0.466512702,
5/16/2021,Johor,224,278,3670,3,,,646.3333333,419.1666667,532.75,2346,308.75,3749515,0.988222814,3626.777727,0.14689348,0.055858311,8.00103E-07,,,,,,,,,,,,16/05/2021,1,224,96,128,Johor,0.571428571,
5/17/2021,Johor,391,205,3850,928,,,627.6666667,427.3333333,527.5,2442,136.5,3749124,0.988119762,3804.261083,0.138660304,0.08961039,0.000247524,,,,,,,,,,,,17/05/2021,1,391,172,219,Johor,0.560102302,
5/18/2021,Johor,407,345,3901,1288,,,616.6666667,457.5,537.0833333,4194,130.0833333,3748717,0.988012493,3854.236734,0.139348818,0.086388106,0.000343584,,,,,,,,,,,,18/05/2021,1,407,147,260,Johor,0.638820639,
5/19/2021,Johor,699,337,4253,1740,,,676,469.5,572.75,3690,-126.25,3748018,0.987828264,4201.233608,0.136329006,0.062779215,0.000464245,,,,,,,,,,,,19/05/2021,1,699,398,301,Johor,0.430615165,
5/20/2021,Johor,615,267,4593,3305,,,674.5,505,589.75,2436,-25.25,3747403,0.987666175,4536.35074,0.13000538,0.071630742,0.000881944,,,,,,,,,,,,20/05/2021,1,615,344,271,Johor,0.440650407,
5/21/2021,Johor,406,329,4660,17,,,655.1666667,505,580.0833333,2862,174.0833333,3746997,0.987559169,4602.025729,0.126049563,0.059656652,4.53697E-06,,,,,,,,,,,,21/05/2021,1,406,168,238,Johor,0.586206897,
5/22/2021,Johor,477,278,4847,20,,,658.6666667,466.5,562.5833333,3294,85.58333333,3746520,0.987433451,4786.089937,0.1175455,0.063750774,5.33829E-06,,,,,,,,,,,,22/05/2021,1,477,207,270,Johor,0.566037736,
5/23/2021,Johor,549,309,5079,3738,,,619.8333333,450.1666667,535,2808,-14,3745971,0.987288757,5014.439594,0.106691882,0.04646584,0.000997872,,,,,,,,,,,,23/05/2021,1,549,268,281,Johor,0.511839709,
5/24/2021,Johor,468,236,5302,1991,,,614.3333333,430.5,522.4166667,3984,54.41666667,3745503,0.98716541,5233.951006,0.09981306,0.077517918,0.000531571,,,,,,,,,,,,24/05/2021,1,468,216,252,Johor,0.538461538,
5/25/2021,Johor,664,411,5545,1239,,,648.1666667,395.8333333,522,3522,-142,3744839,0.986990406,5472.861804,0.095379715,0.070333634,0.000330855,,,,,,,,,,,,25/05/2021,1,664,281,383,Johor,0.576807229,
5/26/2021,Johor,587,390,5735,24,,,595.5,443.1666667,519.3333333,3294,-67.66666667,3744252,0.986835697,5659.50272,0.091763068,0.062598082,6.40982E-06,,,,,,,,,,,,26/05/2021,1,587,282,305,Johor,0.519591141,
5/27/2021,Johor,549,359,5916,4404,,,586.1666667,445.3333333,515.75,4572,-33.25,3743703,0.986691002,5837.263968,0.08835475,0.057471264,0.001176375,,,,,,,,,,,,27/05/2021,1,549,245,304,Johor,0.553734062,
5/28/2021,Johor,762,340,6322,113,,,608.1666667,432.5,520.3333333,2808,-241.6666667,3742941,0.986490169,6236.59085,0.083432334,0.070863651,3.01902E-05,,,,,,,,,,,,28/05/2021,1,762,383,379,Johor,0.497375328,
5/29/2021,Johor,468,448,6335,14,,,585.8333333,454.8333333,520.3333333,2598,52.33333333,3742473,0.986366823,6248.633824,0.083271536,0.05335438,3.74084E-06,,,,,,,,,,,,29/05/2021,1,468,214,254,Johor,0.542735043,
5/30/2021,Johor,433,338,6418,4002,,,590,421.6666667,505.8333333,2934,72.83333333,3742040,0.986252701,6329.769838,0.079913385,0.067154877,0.00106947,,,,,,,,,,,,30/05/2021,1,433,165,268,Johor,0.618937644,
5/31/2021,Johor,489,431,6465,3471,,,575.6666667,372.3333333,474,2586,-15,3741551,0.986123821,6375.2905,0.074349553,0.060324826,0.00092769,,,,,,,,,,,,31/05/2021,1,489,170,319,Johor,0.652351738,
6/1/2021,Johor,431,390,6495,2141,,,537.6666667,376,456.8333333,3324,25.83333333,3741120,0.986010226,6404.136419,0.071334104,0.080985373,0.000572289,,,,,,,,,,,,01/06/2021,1,431,194,237,Johor,0.549883991,
6/2/2021,Johor,554,526,6511,179,,,534.3333333,394.6666667,464.5,4512,-89.5,3740566,0.985864214,6418.961896,0.072363726,0.106281677,4.78537E-05,,,,,,,,,,,,02/06/2021,1,554,263,291,Johor,0.525270758,
6/3/2021,Johor,752,692,6551,14,,,549.6666667,371.5,460.5833333,2676,-291.4166667,3739814,0.985666017,6457.098074,0.071329772,0.062127919,3.7435E-06,,,,,,,,,,,,03/06/2021,1,752,453,299,Johor,0.397606383,
6/4/2021,Johor,446,407,6570,0,,,516,396.3333333,456.1666667,2472,10.16666667,3739368,0.985548469,6475.053439,0.070449869,0.06499239,0,,,,,,,,,,,,04/06/2021,1,446,152,294,Johor,0.659192825,
6/5/2021,Johor,412,427,6540,282,,,528.5,380.8333333,454.6666667,3390,42.66666667,3738956,0.985439882,6444.776828,0.070548085,0.062079511,7.54221E-05,,,,,,,,,,,,05/06/2021,1,412,127,285,Johor,0.691747573,
6/6/2021,Johor,565,406,6687,154,,,513.5,374.5,444,2130,-121,3738391,0.98529097,6588.640719,0.06738871,0.090922686,4.11942E-05,,,,,,,,,,,,06/06/2021,1,565,321,244,Johor,0.431858407,
6/7/2021,Johor,355,608,6424,578,,,500.8333333,348.1666667,424.5,2736,69.5,3738036,0.985197407,6328.90814,0.067073181,0.084993773,0.000154627,,,,,,,,,,,,07/06/2021,1,355,128,227,Johor,0.63943662,
6/8/2021,Johor,456,546,6321,8310,,,488.3333333,342.5,415.4166667,2808,-40.58333333,3737580,0.985077223,6226.673127,0.06671567,0.084954912,0.002223364,,,,,,,,,,,,08/06/2021,1,456,210,246,Johor,0.539473684,
6/9/2021,Johor,468,537,6235,6034,,,516,333.3333333,424.6666667,3144,-43.33333333,3737112,0.984953877,6141.187423,0.069150579,0.101363272,0.001614616,,,,,,,,,,,,09/06/2021,1,468,140,328,Johor,0.700854701,
6/10/2021,Johor,524,632,6122,4589,,,515,371.5,443.25,2556,-80.75,3736588,0.984815771,6029.042153,0.073519141,0.112218229,0.001228126,,,,,,,,,,,,10/06/2021,1,524,206,318,Johor,0.606870229,
6/11/2021,Johor,426,687,5855,601,,,559,382.8333333,470.9166667,3024,44.91666667,3736162,0.984703495,5765.438962,0.081679239,0.067292912,0.00016086,,,,,,,,,,,,11/06/2021,1,426,133,293,Johor,0.687793427,
6/12/2021,Johor,504,394,5955,8437,,,539.6666667,426.3333333,483,2178,-21,3735658,0.98457066,5863.118283,0.082379372,0.072712007,0.002258504,,,,,,,,,,,,12/06/2021,1,504,268,236,Johor,0.468253968,
6/13/2021,Johor,363,433,5878,3563,,,518.5,413.3333333,465.9166667,2580,102.9166667,3735295,0.984474988,5786.74398,0.080514477,0.079278666,0.000953874,,,,,,,,,,,,13/06/2021,1,363,135,228,Johor,0.628099174,
6/14/2021,Johor,430,466,5831,5454,,,500.1666667,378.3333333,439.25,2196,9.25,3734865,0.984361657,5739.812824,0.076526886,0.06362545,0.001460294,,,,,,,,,,,,14/06/2021,1,430,268,162,Johor,0.376744186,
6/15/2021,Johor,366,371,5821,7306,,,483,326.6666667,404.8333333,2352,38.83333333,3734499,0.984265194,5729.407696,0.070658846,0.102731489,0.001956353,,,,,,,,,,,,15/06/2021,1,366,188,178,Johor,0.486338798,
6/16/2021,Johor,392,598,5609,406,,,417,301.3333333,359.1666667,2694,-32.83333333,3734107,0.984161879,5520.163977,0.065064492,0.125334284,0.000108727,,,,,,,,,,,,16/06/2021,1,392,150,242,Johor,0.617346939,
6/17/2021,Johor,449,703,5347,6030,,,388.8333333,229.5,309.1666667,3552,-139.8333333,3733658,0.98404354,5261.680809,0.058758157,0.079857864,0.001615038,,,,,,,,,,,,17/06/2021,1,449,268,181,Johor,0.40311804,
6/18/2021,Johor,592,427,5504,1941,,,336.3333333,232,284.1666667,2988,-307.8333333,3733066,0.983887513,5415.316869,0.052474615,0.067768895,0.000519948,,,,,,,,,,,,18/06/2021,1,592,457,135,Johor,0.228040541,
6/19/2021,Johor,498,373,5623,10010,,,324.5,244.1666667,284.3333333,3762,-213.6666667,3732568,0.98375626,5531.661447,0.051401073,0.095856304,0.0026818,,,,,,,,,,,,19/06/2021,1,498,329,169,Johor,0.33935743,
6/20/2021,Johor,627,539,5703,6416,,,329.8333333,237.6666667,283.75,1884,-343.25,3731941,0.983591007,5609.419515,0.050584557,0.055058741,0.001719213,,,,,,,,,,,,20/06/2021,1,627,466,161,Johor,0.256778309,
6/21/2021,Johor,314,314,5696,8640,,,332.6666667,225.1666667,278.9166667,1434,-35.08333333,3731627,0.983508249,5602.062989,0.049788206,0.079529494,0.002315344,,,,,,,,,,,,21/06/2021,1,314,191,123,Johor,0.391719745,
6/22/2021,Johor,239,453,5478,7673,,,320,242.3333333,281.1666667,1692,42.16666667,3731388,0.983445259,5387.313126,0.052190519,0.077948156,0.002056339,,,,,,,,,,,,22/06/2021,1,239,120,119,Johor,0.49790795,
6/23/2021,Johor,282,427,5323,8858,,,373.5,232.5,303,2076,21,3731106,0.983370935,5234.483485,0.057885367,0.096186361,0.002374095,,,,,,,,,,,,23/06/2021,1,282,129,153,Johor,0.542553191,
6/24/2021,Johor,346,512,5146,7439,,,387.6666667,266.6666667,327.1666667,1176,-18.83333333,3730760,0.983279743,5059.957556,0.064657986,0.078701904,0.001993964,,,,,,,,,,,,24/06/2021,1,346,148,198,Johor,0.572254335,
6/25/2021,Johor,196,405,4931,1517,,,419,295.1666667,357.0833333,1974,161.0833333,3730564,0.983228085,4848.297687,0.073651281,0.090853782,0.000406641,,,,,,,,,,,,25/06/2021,1,196,81,115,Johor,0.586734694,
6/26/2021,Johor,329,448,4805,10539,,,432.5,333.3333333,382.9166667,1872,53.91666667,3730235,0.983141374,4723.994301,0.081057817,0.073673257,0.002825291,,,,,,,,,,,,26/06/2021,1,329,212,117,Johor,0.3556231,
6/27/2021,Johor,312,354,4758,10866,,,439.5,337.5,388.5,1458,76.5,3729923,0.983059143,4677.395402,0.083059046,0.087011349,0.002913197,,,,,,,,,,,,27/06/2021,1,312,199,113,Johor,0.362179487,
6/28/2021,Johor,243,414,4580,1834,,,427,344.6666667,385.8333333,1626,142.8333333,3729680,0.982995098,4502.117548,0.085700413,0.066375546,0.000491731,,,,,,,,,,,,28/06/2021,1,243,111,132,Johor,0.543209877,
6/29/2021,Johor,271,304,4543,8838,,,438,295.8333333,366.9166667,1794,95.91666667,3729409,0.982923673,4465.422246,0.082168415,0.086066476,0.002369812,,,,,,,,,,,,29/06/2021,1,271,82,189,Johor,0.697416974,
6/30/2021,Johor,299,391,4446,11236,,,404.3333333,282.8333333,343.5833333,1620,44.58333333,3729110,0.982844868,4369.728285,0.078628077,0.081196581,0.003013051,,,,,,,,,,,,30/06/2021,1,299,155,144,Johor,0.481605351,
7/1/2021,Johor,270,361,4347,11760,,,401.8333333,252,326.9166667,3102,56.91666667,3728840,0.982773707,4272.117305,0.076523336,0.134345526,0.003153796,,,,,,,,,,,,01/07/2021,1,270,137,133,Johor,0.492592593,
7/2/2021,Johor,517,584,4276,2559,,,383.8333333,264.5,324.1666667,2484,-192.8333333,3728323,0.982637447,4201.757722,0.077150252,0.116230122,0.000686368,,,,,,,,,,,,02/07/2021,1,517,342,175,Johor,0.338491296,
7/3/2021,Johor,414,497,4187,8180,,,397.6666667,277.6666667,337.6666667,3000,-76.33333333,3727909,0.982528333,4113.846129,0.082080529,0.133269644,0.00219426,,,,,,,,,,,,03/07/2021,1,414,288,126,Johor,0.304347826,
7/4/2021,Johor,500,558,4124,11043,,,413.1666667,308.1666667,360.6666667,1944,-139.3333333,3727409,0.982396553,4051.403383,0.08902265,0.055528613,0.002962648,,,,,,,,,,,,04/07/2021,1,500,379,121,Johor,0.242,
7/5/2021,Johor,324,229,4216,12349,,,441.8333333,319.8333333,380.8333333,1878,56.83333333,3727085,0.982311159,4141.423847,0.091957102,0.047201139,0.003313313,,,,,,,,,,,,05/07/2021,1,324,173,151,Johor,0.466049383,
7/6/2021,Johor,313,199,4325,10201,,,485.6666667,333.3333333,409.5,1344,96.5,3726772,0.982228665,4248.138975,0.096395151,0.055953757,0.002737221,,,,,,,,,,,,06/07/2021,1,313,98,215,Johor,0.686900958,
7/7/2021,Johor,224,242,4297,14192,,,534.6666667,366.6666667,450.6666667,2016,226.6666667,3726548,0.982169627,4220.382889,0.10678336,0.081684896,0.00380835,,,,,,,,,,,,07/07/2021,1,224,77,147,Johor,0.65625,
7/8/2021,Johor,336,351,4278,11932,,,572.3333333,402.8333333,487.5833333,1890,151.5833333,3726212,0.982081071,4201.342822,0.116054165,0.052828424,0.00320218,,,,,,,,,,,,08/07/2021,1,336,134,202,Johor,0.601190476,
7/9/2021,Johor,315,226,4360,4102,,,641.6666667,439.1666667,540.4166667,2394,225.4166667,3725897,0.98199805,4281.511496,0.126221001,0.057110092,0.001100943,,,,,,,,,,,,09/07/2021,1,315,127,188,Johor,0.596825397,
7/10/2021,Johor,399,249,4503,6511,,,719.8333333,506.1666667,613,2352,214,3725498,0.981892889,4421.46368,0.138641872,0.077059738,0.001747686,,,,,,,,,,,,10/07/2021,1,399,225,174,Johor,0.436090226,
7/11/2021,Johor,392,347,4539,5742,,,784.3333333,586.1666667,685.25,2442,293.25,3725106,0.981789574,4456.342874,0.153769586,0.051553206,0.001541433,,,,,,,,,,,,11/07/2021,1,392,180,212,Johor,0.540816327,
7/12/2021,Johor,407,234,4703,5437,,,825.6666667,618.5,722.0833333,2436,315.0833333,3724699,0.981682305,4616.851878,0.156401668,0.047203912,0.001459715,,,,,,,,,,,,12/07/2021,1,407,142,265,Johor,0.651105651,
7/13/2021,Johor,406,222,4880,6113,,,857.6666667,624.3333333,741,2376,335,3724293,0.981575299,4790.08746,0.154694461,0.064754098,0.001641385,,,,,,,,,,,,13/07/2021,1,406,176,230,Johor,0.566502463,
7/14/2021,Johor,396,316,4948,5897,,,876.5,652,764.25,3594,368.25,3723897,0.981470929,4856.318158,0.157372309,0.062045271,0.001583556,,,,,,,,,,,,14/07/2021,1,396,131,265,Johor,0.669191919,
7/15/2021,Johor,599,307,5232,7037,,,906.3333333,637.6666667,772,3654,173,3723298,0.981313057,5134.229913,0.150363348,0.090405199,0.001889991,,,,,,,,,,,,15/07/2021,1,599,325,274,Johor,0.457429048,
7/16/2021,Johor,609,473,5356,4409,,,930,625.6666667,777.8333333,3750,168.8333333,3722689,0.981152549,5255.05305,0.148016267,0.080283794,0.001184359,,,,,,,,,,,,16/07/2021,1,609,292,317,Johor,0.520525452,
7/17/2021,Johor,625,430,5537,3265,,,1025.5,651.8333333,838.6666667,4848,213.6666667,3722064,0.980987824,5431.729579,0.154401403,0.090121004,0.000877201,,,,,,,,,,,,17/07/2021,1,625,298,327,Johor,0.5232,
7/18/2021,Johor,808,499,5834,1487,,,1044.5,786,915.25,5256,107.25,3721256,0.980774867,5721.840574,0.15995727,0.053651011,0.000399596,,,,,,,,,,,,18/07/2021,1,808,438,370,Johor,0.457920792,
7/19/2021,Johor,876,313,6385,3997,,,1065,805.3333333,935.1666667,4758,59.16666667,3720380,0.980543988,6260.773365,0.149369193,0.074706343,0.001074353,,,,,,,,,,,,19/07/2021,1,876,455,421,Johor,0.480593607,
7/20/2021,Johor,793,477,6685,2324,,,1108.833333,812.8333333,960.8333333,3864,167.8333333,3719587,0.980334985,6553.539375,0.146612888,0.044876589,0.000624801,,,,,,,,,,,,20/07/2021,1,793,450,343,Johor,0.432534678,
7/21/2021,Johor,644,300,7022,3657,,,1172.5,854.5,1013.5,4746,369.5,3718943,0.980165252,6882.720401,0.147252822,0.051552264,0.000983344,,,,,,,,,,,,21/07/2021,1,644,164,480,Johor,0.745341615,
7/22/2021,Johor,791,362,7442,4690,,,1229.166667,880.1666667,1054.666667,4332,263.6666667,3718152,0.979956776,7292.838328,0.144616762,0.0546896,0.001261379,,,,,,,,,,,,22/07/2021,1,791,387,404,Johor,0.510745891,
7/23/2021,Johor,722,407,7741,3795,,,1245,829.3333333,1037.166667,4824,315.1666667,3717430,0.979766486,7584.372366,0.136750494,0.038496318,0.001020867,,,,,,,,,,,,23/07/2021,1,722,222,500,Johor,0.692520776,
7/24/2021,Johor,804,298,8231,2258,,,1207.166667,852.3333333,1029.75,5700,225.75,3716626,0.979554583,8062.713775,0.127717544,0.068764427,0.00060754,,,,,,,,,,,,24/07/2021,1,804,423,381,Johor,0.473880597,
7/25/2021,Johor,950,566,8584,1648,,,1268.5,928.1666667,1098.333333,8694,148.3333333,3715676,0.979304201,8406.347263,0.130655242,0.049976701,0.000443526,,,,,,,,,,,,25/07/2021,1,950,398,552,Johor,0.581052632,
7/26/2021,Johor,1449,429,9578,4422,,,1334.333333,965,1149.666667,5442,-299.3333333,3714227,0.978922302,9376.117813,0.122616491,0.02923366,0.001190557,,,,,,,,,,,,26/07/2021,1,1449,754,695,Johor,0.479641132,
7/27/2021,Johor,907,280,10188,5499,,,1375.333333,974.6666667,1175,4602,268,3713320,0.978683253,9970.824986,0.117843809,0.069493522,0.001480885,,,,,,,,,,,,27/07/2021,1,907,356,551,Johor,0.607497244,
7/28/2021,Johor,767,708,10223,5982,,,1403.833333,1000.666667,1202.25,6324,435.25,3712553,0.978481103,10003.01231,0.120188795,0.059278098,0.00161129,,,,,,,,,,,,28/07/2021,1,767,252,515,Johor,0.671447197,
7/29/2021,Johor,1054,606,10649,8858,,,1410.166667,1039,1224.583333,6624,170.5833333,3711499,0.97820331,10416.88705,0.117557513,0.044323411,0.002386637,,,,,,,,,,,,29/07/2021,1,1054,350,704,Johor,0.667931689,
7/30/2021,Johor,1104,472,11255,7958,,,1454,1032.333333,1243.166667,6864,139.1666667,3710395,0.97791234,11006.40339,0.112949401,0.037227899,0.002144785,,,,,,,,,,,,30/07/2021,1,1104,472,632,Johor,0.572463768,
7/31/2021,Johor,1144,419,11951,17232,,,1455.666667,1037.833333,1246.75,6270,102.75,3709251,0.977610827,11683.42699,0.106710985,0.100410008,0.004645682,,,,,,,,,,,,31/07/2021,1,1144,541,603,Johor,0.527097902,
8/1/2021,Johor,1045,1200,11765,10596,,,1467.166667,1049.5,1258.333333,7332,213.3333333,3708206,0.977335407,11498.35106,0.109435981,0.067828304,0.002857446,,,,,,,,,,,,01/08/2021,1,1045,521,524,Johor,0.501435407,
8/2/2021,Johor,1222,798,12156,12368,,,1555.666667,1056.833333,1306.25,7650,84.25,3706984,0.977013336,11876.57411,0.109985421,0.055116815,0.003336405,,,,,,,,,,,,02/08/2021,1,1222,531,691,Johor,0.565466448,
8/3/2021,Johor,1275,670,12740,13097,,,1623.333333,1126.5,1374.916667,6972,99.91666667,3705709,0.976677297,12442.86876,0.110498366,0.036420722,0.003534276,,,,,,,,,,,,03/08/2021,1,1275,496,779,Johor,0.610980392,
8/4/2021,Johor,1162,464,13410,11913,,,1658.333333,1213.833333,1436.083333,7800,274.0833333,3704547,0.97637104,13093.13565,0.109682155,0.061595824,0.003215778,,,,,,,,,,,,04/08/2021,1,1162,510,652,Johor,0.561101549,
8/5/2021,Johor,1300,826,13842,20296,,,1698.833333,1243.333333,1471.083333,7650,171.0833333,3703247,0.976028412,13510.18528,0.108886984,0.049631556,0.005480596,,,,,,,,,,,,05/08/2021,1,1300,542,758,Johor,0.583076923,
8/6/2021,Johor,1275,687,14395,9349,,,1732.166667,1275.5,1503.833333,7092,228.8333333,3701972,0.975692373,14045.0917,0.107071806,0.051128864,0.002525411,,,,,,,,,,,,06/08/2021,1,1275,630,645,Johor,0.505882353,
8/7/2021,Johor,1182,736,14811,15737,,,1778.5,1302.833333,1540.666667,7848,358.6666667,3700790,0.975380844,14446.36569,0.106647353,0.065289312,0.004252335,,,,,,,,,,,,07/08/2021,1,1182,486,696,Johor,0.588832487,
8/8/2021,Johor,1308,967,15118,16105,,,1772.666667,1272.333333,1522.5,7392,214.5,3699482,0.975036108,14740.59588,0.103286191,0.083410504,0.004353312,,,,,,,,,,,,08/08/2021,1,1308,339,969,Johor,0.740825688,
8/9/2021,Johor,1232,1261,15057,21440,,,1736.666667,1206.166667,1471.416667,8064,239.4166667,3698250,0.974711402,14676.22957,0.100258493,0.047951119,0.005797337,,,,,,,,,,,,09/08/2021,1,1232,522,710,Johor,0.576298701,
8/10/2021,Johor,1344,722,15619,23142,,,1706.666667,1204.833333,1455.75,10158,111.75,3696906,0.974357177,15218.48474,0.095656698,0.051091619,0.006259829,,,,,,,,,,,,10/08/2021,1,1344,621,723,Johor,0.537946429,
