date,state,cases_new,cases_recovered,cases_active,daily_full,FIXED,FIXED2,New_Infections,E= NewCt+1 / delta,dE = NewInf-NewC,S,S/N,S/N * I,beta=New_inf * N/IS,gamma=Rt+1/I_t,v_t = V/S,,,,,,,,,,,,date,line_state_number,line_Cases_new,Line_cases_new_Asymptomatic,line_cases_new_symptomatic,line_state,,
17/05/2021,Johor,391,205,3850,928,,,503.6,2035,112.6,3749124,0.988119762,3804.261083,0.132377876,0.08961039,0.000247524,,,,,,,,,,,,17/05/2021,1,391,172,219,Johor,,
18/05/2021,Johor,407,345,3901,1288,,,520.8,3495,113.8,3748717,0.988012493,3854.236734,0.13512403,0.086388106,0.000343584,,,,,,,,,,,,18/05/2021,1,407,147,260,Johor,,
19/05/2021,Johor,699,337,4253,1740,,,549.2,3075,-149.8,3748018,0.987828264,4201.233608,0.130723509,0.062779215,0.000464245,,,,,,,,,,,,19/05/2021,1,699,398,301,Johor,,
20/05/2021,Johor,615,267,4593,3305,,,503,2030,-112,3747403,0.987666175,4536.35074,0.110882079,0.071630742,0.000881944,,,,,,,,,,,,20/05/2021,1,615,344,271,Johor,,
21/05/2021,Johor,406,329,4660,17,,,512.8,2385,106.8,3746997,0.987559169,4602.025729,0.11142919,0.059656652,4.53697E-06,,,,,,,,,,,,21/05/2021,1,406,168,238,Johor,,
22/05/2021,Johor,477,278,4847,20,,,549,2745,72,3746520,0.987433451,4786.089937,0.114707414,0.063750774,5.33829E-06,,,,,,,,,,,,22/05/2021,1,477,207,270,Johor,,
23/05/2021,Johor,549,309,5079,3738,,,563.4,2340,14.4,3745971,0.987288757,5014.439594,0.112355526,0.04646584,0.000997872,,,,,,,,,,,,23/05/2021,1,549,268,281,Johor,,
24/05/2021,Johor,468,236,5302,1991,,,606,3320,138,3745503,0.98716541,5233.951006,0.115782513,0.077517918,0.000531571,,,,,,,,,,,,24/05/2021,1,468,216,252,Johor,,
25/05/2021,Johor,664,411,5545,1239,,,606,2935,-58,3744839,0.986990406,5472.861804,0.110728175,0.070333634,0.000330855,,,,,,,,,,,,25/05/2021,1,664,281,383,Johor,,
26/05/2021,Johor,587,390,5735,24,,,559.8,2745,-27.2,3744252,0.986835697,5659.50272,0.098913284,0.062598082,6.40982E-06,,,,,,,,,,,,26/05/2021,1,587,282,305,Johor,,
27/05/2021,Johor,549,359,5916,4404,,,540.2,3810,-8.8,3743703,0.986691002,5837.263968,0.092543356,0.057471264,0.001176375,,,,,,,,,,,,27/05/2021,1,549,245,304,Johor,,
28/05/2021,Johor,762,340,6322,113,,,516.6,2340,-245.4,3742941,0.986490169,6236.59085,0.082833717,0.070863651,3.01902E-05,,,,,,,,,,,,28/05/2021,1,762,383,379,Johor,,
29/05/2021,Johor,468,448,6335,14,,,475,2165,7,3742473,0.986366823,6248.633824,0.076016616,0.05335438,3.74084E-06,,,,,,,,,,,,29/05/2021,1,468,214,254,Johor,,
30/05/2021,Johor,433,338,6418,4002,,,531.8,2445,98.8,3742040,0.986252701,6329.769838,0.084015693,0.067154877,0.00106947,,,,,,,,,,,,30/05/2021,1,433,165,268,Johor,,
31/05/2021,Johor,489,431,6465,3471,,,534.4,2155,45.4,3741551,0.986123821,6375.2905,0.083823631,0.060324826,0.00092769,,,,,,,,,,,,31/05/2021,1,489,170,319,Johor,,
01/06/2021,Johor,431,390,6495,2141,,,519,2770,88,3741120,0.986010226,6404.136419,0.081041372,0.080985373,0.000572289,,,,,,,,,,,,01/06/2021,1,431,194,237,Johor,,
02/06/2021,Johor,554,526,6511,179,,,545.8,3760,-8.2,3740566,0.985864214,6418.961896,0.085029325,0.106281677,4.78537E-05,,,,,,,,,,,,02/06/2021,1,554,263,291,Johor,,
03/06/2021,Johor,752,692,6551,14,,,506,2230,-246,3739814,0.985666017,6457.098074,0.078363375,0.062127919,3.7435E-06,,,,,,,,,,,,03/06/2021,1,752,453,299,Johor,,
04/06/2021,Johor,446,407,6570,0,,,446.8,2060,0.8,3739368,0.985548469,6475.053439,0.069003292,0.06499239,0,,,,,,,,,,,,04/06/2021,1,446,152,294,Johor,,
05/06/2021,Johor,412,427,6540,282,,,451.2,2825,39.2,3738956,0.985439882,6444.776828,0.070010182,0.062079511,7.54221E-05,,,,,,,,,,,,05/06/2021,1,412,127,285,Johor,,
06/06/2021,Johor,565,406,6687,154,,,473.6,1775,-91.4,3738391,0.98529097,6588.640719,0.071881291,0.090922686,4.11942E-05,,,,,,,,,,,,06/06/2021,1,565,321,244,Johor,,
07/06/2021,Johor,355,608,6424,578,,,445.8,2280,90.8,3738036,0.985197407,6328.90814,0.07043869,0.084993773,0.000154627,,,,,,,,,,,,07/06/2021,1,355,128,227,Johor,,
08/06/2021,Johor,456,546,6321,8310,,,475.6,2340,19.6,3737580,0.985077223,6226.673127,0.076381077,0.084954912,0.002223364,,,,,,,,,,,,08/06/2021,1,456,210,246,Johor,,
09/06/2021,Johor,468,537,6235,6034,,,457,2620,-11,3737112,0.984953877,6141.187423,0.074415576,0.101363272,0.001614616,,,,,,,,,,,,09/06/2021,1,468,140,328,Johor,,
10/06/2021,Johor,524,632,6122,4589,,,449.4,2130,-74.6,3736588,0.984815771,6029.042153,0.074539204,0.112218229,0.001228126,,,,,,,,,,,,10/06/2021,1,524,206,318,Johor,,
11/06/2021,Johor,426,687,5855,601,,,417.8,2520,-8.2,3736162,0.984703495,5765.438962,0.072466295,0.067292912,0.00016086,,,,,,,,,,,,11/06/2021,1,426,133,293,Johor,,
12/06/2021,Johor,504,394,5955,8437,,,411,1815,-93,3735658,0.98457066,5863.118283,0.070099217,0.072712007,0.002258504,,,,,,,,,,,,12/06/2021,1,504,268,236,Johor,,
13/06/2021,Johor,363,433,5878,3563,,,400,2150,37,3735295,0.984474988,5786.74398,0.0691235,0.079278666,0.000953874,,,,,,,,,,,,13/06/2021,1,363,135,228,Johor,,
14/06/2021,Johor,430,466,5831,5454,,,445.8,1830,15.8,3734865,0.984361657,5739.812824,0.077668038,0.06362545,0.001460294,,,,,,,,,,,,14/06/2021,1,430,268,162,Johor,,
15/06/2021,Johor,366,371,5821,7306,,,459.4,1960,93.4,3734499,0.984265194,5729.407696,0.080182808,0.102731489,0.001956353,,,,,,,,,,,,15/06/2021,1,366,188,178,Johor,,
16/06/2021,Johor,392,598,5609,406,,,511.6,2245,119.6,3734107,0.984161879,5520.163977,0.092678406,0.125334284,0.000108727,,,,,,,,,,,,16/06/2021,1,392,150,242,Johor,,
17/06/2021,Johor,449,703,5347,6030,,,496,2960,47,3733658,0.98404354,5261.680809,0.094266456,0.079857864,0.001615038,,,,,,,,,,,,17/06/2021,1,449,268,181,Johor,,
18/06/2021,Johor,592,427,5504,1941,,,454,2490,-138,3733066,0.983887513,5415.316869,0.083836276,0.067768895,0.000519948,,,,,,,,,,,,18/06/2021,1,592,457,135,Johor,,
19/06/2021,Johor,498,373,5623,10010,,,392,3135,-106,3732568,0.98375626,5531.661447,0.070864785,0.095856304,0.0026818,,,,,,,,,,,,19/06/2021,1,498,329,169,Johor,,
20/06/2021,Johor,627,539,5703,6416,,,361.6,1570,-265.4,3731941,0.983591007,5609.419515,0.064462998,0.055058741,0.001719213,,,,,,,,,,,,20/06/2021,1,627,466,161,Johor,,
21/06/2021,Johor,314,314,5696,8640,,,275.4,1195,-38.6,3731627,0.983508249,5602.062989,0.049160461,0.079529494,0.002315344,,,,,,,,,,,,21/06/2021,1,314,191,123,Johor,,
22/06/2021,Johor,239,453,5478,7673,,,278.4,1410,39.4,3731388,0.983445259,5387.313126,0.051676967,0.077948156,0.002056339,,,,,,,,,,,,22/06/2021,1,239,120,119,Johor,,
23/06/2021,Johor,282,427,5323,8858,,,293,1730,11,3731106,0.983370935,5234.483485,0.055974959,0.096186361,0.002374095,,,,,,,,,,,,23/06/2021,1,282,129,153,Johor,,
24/06/2021,Johor,346,512,5146,7439,,,285.2,980,-60.8,3730760,0.983279743,5059.957556,0.056364109,0.078701904,0.001993964,,,,,,,,,,,,24/06/2021,1,346,148,198,Johor,,
25/06/2021,Johor,196,405,4931,1517,,,270.2,1645,74.2,3730564,0.983228085,4848.297687,0.055730901,0.090853782,0.000406641,,,,,,,,,,,,25/06/2021,1,196,81,115,Johor,,
26/06/2021,Johor,329,448,4805,10539,,,290.8,1560,-38.2,3730235,0.983141374,4723.994301,0.061558076,0.073673257,0.002825291,,,,,,,,,,,,26/06/2021,1,329,212,117,Johor,,
27/06/2021,Johor,312,354,4758,10866,,,279,1215,-33,3729923,0.983059143,4677.395402,0.059648581,0.087011349,0.002913197,,,,,,,,,,,,27/06/2021,1,312,199,113,Johor,,
28/06/2021,Johor,243,414,4580,1834,,,320,1355,77,3729680,0.982995098,4502.117548,0.071077664,0.066375546,0.000491731,,,,,,,,,,,,28/06/2021,1,243,111,132,Johor,,
29/06/2021,Johor,271,304,4543,8838,,,354.2,1495,83.2,3729409,0.982923673,4465.422246,0.079320606,0.086066476,0.002369812,,,,,,,,,,,,29/06/2021,1,271,82,189,Johor,,
30/06/2021,Johor,299,391,4446,11236,,,400,1350,101,3729110,0.982844868,4369.728285,0.091538872,0.081196581,0.003013051,,,,,,,,,,,,30/06/2021,1,299,155,144,Johor,,
01/07/2021,Johor,270,361,4347,11760,,,405,2585,135,3728840,0.982773707,4272.117305,0.094800768,0.134345526,0.003153796,,,,,,,,,,,,01/07/2021,1,270,137,133,Johor,,
02/07/2021,Johor,517,584,4276,2559,,,413.6,2070,-103.4,3728323,0.982637447,4201.757722,0.098434995,0.116230122,0.000686368,,,,,,,,,,,,02/07/2021,1,517,342,175,Johor,,
03/07/2021,Johor,414,497,4187,8180,,,355,2500,-59,3727909,0.982528333,4113.846129,0.086293942,0.133269644,0.00219426,,,,,,,,,,,,03/07/2021,1,414,288,126,Johor,,
04/07/2021,Johor,500,558,4124,11043,,,339.4,1620,-160.6,3727409,0.982396553,4051.403383,0.08377344,0.055528613,0.002962648,,,,,,,,,,,,04/07/2021,1,500,379,121,Johor,,
05/07/2021,Johor,324,229,4216,12349,,,302.4,1565,-21.6,3727085,0.982311159,4141.423847,0.073018365,0.047201139,0.003313313,,,,,,,,,,,,05/07/2021,1,324,173,151,Johor,,
06/07/2021,Johor,313,199,4325,10201,,,317.4,1120,4.4,3726772,0.982228665,4248.138975,0.07471507,0.055953757,0.002737221,,,,,,,,,,,,06/07/2021,1,313,98,215,Johor,,
07/07/2021,Johor,224,242,4297,14192,,,333.2,1680,109.2,3726548,0.982169627,4220.382889,0.078950183,0.081684896,0.00380835,,,,,,,,,,,,07/07/2021,1,224,77,147,Johor,,
08/07/2021,Johor,336,351,4278,11932,,,369.8,1575,33.8,3726212,0.982081071,4201.342822,0.088019477,0.052828424,0.00320218,,,,,,,,,,,,08/07/2021,1,336,134,202,Johor,,
09/07/2021,Johor,315,226,4360,4102,,,383.8,1995,68.8,3725897,0.98199805,4281.511496,0.08964124,0.057110092,0.001100943,,,,,,,,,,,,09/07/2021,1,315,127,188,Johor,,
10/07/2021,Johor,399,249,4503,6511,,,400,1960,1,3725498,0.981892889,4421.46368,0.090467779,0.077059738,0.001747686,,,,,,,,,,,,10/07/2021,1,399,225,174,Johor,,
11/07/2021,Johor,392,347,4539,5742,,,440,2035,48,3725106,0.981789574,4456.342874,0.09873567,0.051553206,0.001541433,,,,,,,,,,,,11/07/2021,1,392,180,212,Johor,,
12/07/2021,Johor,407,234,4703,5437,,,483.4,2030,76.4,3724699,0.981682305,4616.851878,0.104703381,0.047203912,0.001459715,,,,,,,,,,,,12/07/2021,1,407,142,265,Johor,,
13/07/2021,Johor,406,222,4880,6113,,,527,1980,121,3724293,0.981575299,4790.08746,0.110018868,0.064754098,0.001641385,,,,,,,,,,,,13/07/2021,1,406,176,230,Johor,,
14/07/2021,Johor,396,316,4948,5897,,,607.4,2995,211.4,3723897,0.981470929,4856.318158,0.125074178,0.062045271,0.001583556,,,,,,,,,,,,14/07/2021,1,396,131,265,Johor,,
15/07/2021,Johor,599,307,5232,7037,,,703.4,3045,104.4,3723298,0.981313057,5134.229913,0.137002045,0.090405199,0.001889991,,,,,,,,,,,,15/07/2021,1,599,325,274,Johor,,
16/07/2021,Johor,609,473,5356,4409,,,742.2,3125,133.2,3722689,0.981152549,5255.05305,0.141235491,0.080283794,0.001184359,,,,,,,,,,,,16/07/2021,1,609,292,317,Johor,,
17/07/2021,Johor,625,430,5537,3265,,,749.2,4040,124.2,3722064,0.980987824,5431.729579,0.137930283,0.090121004,0.000877201,,,,,,,,,,,,17/07/2021,1,625,298,327,Johor,,
18/07/2021,Johor,808,499,5834,1487,,,782.4,4380,-25.6,3721256,0.980774867,5721.840574,0.136739217,0.053651011,0.000399596,,,,,,,,,,,,18/07/2021,1,808,438,370,Johor,,
19/07/2021,Johor,876,313,6385,3997,,,765.2,3965,-110.8,3720380,0.980543988,6260.773365,0.122221322,0.074706343,0.001074353,,,,,,,,,,,,19/07/2021,1,876,455,421,Johor,,
20/07/2021,Johor,793,477,6685,2324,,,750.8,3220,-42.2,3719587,0.980334985,6553.539375,0.114564048,0.044876589,0.000624801,,,,,,,,,,,,20/07/2021,1,793,450,343,Johor,,
21/07/2021,Johor,644,300,7022,3657,,,782.2,3955,138.2,3718943,0.980165252,6882.720401,0.113646924,0.051552264,0.000983344,,,,,,,,,,,,21/07/2021,1,644,164,480,Johor,,
22/07/2021,Johor,791,362,7442,4690,,,943.2,3610,152.2,3718152,0.979956776,7292.838328,0.129332361,0.0546896,0.001261379,,,,,,,,,,,,22/07/2021,1,791,387,404,Johor,,
23/07/2021,Johor,722,407,7741,3795,,,966.4,4020,244.4,3717430,0.979766486,7584.372366,0.127419904,0.038496318,0.001020867,,,,,,,,,,,,23/07/2021,1,722,222,500,Johor,,
24/07/2021,Johor,804,298,8231,2258,,,975.4,4750,171.4,3716626,0.979554583,8062.713775,0.120976637,0.068764427,0.00060754,,,,,,,,,,,,24/07/2021,1,804,423,381,Johor,,
25/07/2021,Johor,950,566,8584,1648,,,1025.4,7245,75.4,3715676,0.979304201,8406.347263,0.121979258,0.049976701,0.000443526,,,,,,,,,,,,25/07/2021,1,950,398,552,Johor,,
26/07/2021,Johor,1449,429,9578,4422,,,1056.2,4535,-392.8,3714227,0.978922302,9376.117813,0.112647902,0.02923366,0.001190557,,,,,,,,,,,,26/07/2021,1,1449,754,695,Johor,,
27/07/2021,Johor,907,280,10188,5499,,,995.2,3835,88.2,3713320,0.978683253,9970.824986,0.099811199,0.069493522,0.001480885,,,,,,,,,,,,27/07/2021,1,907,356,551,Johor,,
28/07/2021,Johor,767,708,10223,5982,,,1022.8,5270,255.8,3712553,0.978481103,10003.01231,0.102249199,0.059278098,0.00161129,,,,,,,,,,,,28/07/2021,1,767,252,515,Johor,,
29/07/2021,Johor,1054,606,10649,8858,,,1113.8,5520,59.8,3711499,0.97820331,10416.88705,0.106922538,0.044323411,0.002386637,,,,,,,,,,,,29/07/2021,1,1054,350,704,Johor,,
30/07/2021,Johor,1104,472,11255,7958,,,1158,5720,54,3710395,0.97791234,11006.40339,0.105211481,0.037227899,0.002144785,,,,,,,,,,,,30/07/2021,1,1104,472,632,Johor,,
31/07/2021,Johor,1144,419,11951,17232,,,1169.6,5225,25.6,3709251,0.977610827,11683.42699,0.100107614,0.100410008,0.004645682,,,,,,,,,,,,31/07/2021,1,1144,541,603,Johor,,
01/08/2021,Johor,1045,1200,11765,10596,,,1200.8,6110,155.8,3708206,0.977335407,11498.35106,0.104432365,0.067828304,0.002857446,,,,,,,,,,,,01/08/2021,1,1045,521,524,Johor,,
02/08/2021,Johor,1222,798,12156,12368,,,1246.8,6375,24.8,3706984,0.977013336,11876.57411,0.104979768,0.055116815,0.003336405,,,,,,,,,,,,02/08/2021,1,1222,531,691,Johor,,
03/08/2021,Johor,1275,670,12740,13097,,,1238.8,5810,-36.2,3705709,0.976677297,12442.86876,0.099559034,0.036420722,0.003534276,,,,,,,,,,,,03/08/2021,1,1275,496,779,Johor,,
04/08/2021,Johor,1162,464,13410,11913,,,1245.4,6500,83.4,3704547,0.97637104,13093.13565,0.095118544,0.061595824,0.003215778,,,,,,,,,,,,04/08/2021,1,1162,510,652,Johor,,
05/08/2021,Johor,1300,826,13842,20296,,,1259.4,6375,-40.6,3703247,0.976028412,13510.18528,0.093218559,0.049631556,0.005480596,,,,,,,,,,,,05/08/2021,1,1300,542,758,Johor,,
06/08/2021,Johor,1275,687,14395,9349,,,1268.2,5910,-6.8,3701972,0.975692373,14045.0917,0.090294889,0.051128864,0.002525411,,,,,,,,,,,,06/08/2021,1,1275,630,645,Johor,,
07/08/2021,Johor,1182,736,14811,15737,,,1351.8,6540,169.8,3700790,0.975380844,14446.36569,0.093573708,0.065289312,0.004252335,,,,,,,,,,,,07/08/2021,1,1182,486,696,Johor,,
08/08/2021,Johor,1308,967,15118,16105,,,1456.6,6160,148.6,3699482,0.975036108,14740.59588,0.098815544,0.083410504,0.004353312,,,,,,,,,,,,08/08/2021,1,1308,339,969,Johor,,
09/08/2021,Johor,1232,1261,15057,21440,,,1492,6720,260,3698250,0.974711402,14676.22957,0.101660988,0.047951119,0.005797337,,,,,,,,,,,,09/08/2021,1,1232,522,710,Johor,,
10/08/2021,Johor,1344,722,15619,23142,,,1530.6,8465,186.6,3696906,0.974357177,15218.48474,0.100575059,0.051091619,0.006259829,,,,,,,,,,,,10/08/2021,1,1344,621,723,Johor,,
11/08/2021,Johor,1693,798,16485,32517,,,1563.4,8530,-129.6,3695213,0.973910969,16054.92233,0.097378235,0.068425842,0.008799763,,,,,,,,,,,,11/08/2021,1,1693,812,881,Johor,,
12/08/2021,Johor,1706,1128,17028,31379,,,1526.8,7425,-179.2,3693507,0.973461336,16576.09962,0.09210852,0.073056143,0.00849572,,,,,,,,,,,,12/08/2021,1,1706,458,1248,Johor,,
13/08/2021,Johor,1485,1244,17233,26089,,,1447.4,7125,-37.6,3692022,0.973069949,16768.91443,0.086314472,0.063366796,0.007066318,,,,,,,,,,,,13/08/2021,1,1485,528,957,Johor,,
14/08/2021,Johor,1425,1092,17522,27707,,,1445.8,7540,20.8,3690597,0.972694376,17043.55085,0.084829741,0.056956968,0.007507457,,,,,,,,,,,,14/08/2021,1,1425,474,951,Johor,,
15/08/2021,Johor,1508,998,17989,34930,,,1466,7550,-42,3689089,0.972296927,17490.64942,0.083816213,0.06465062,0.009468462,,,,,,,,,,,,15/08/2021,1,1508,559,949,Johor,,
16/08/2021,Johor,1510,1163,18299,40548,,,1429,6545,-81,3687579,0.971898951,17784.7789,0.080349607,0.067544675,0.010995832,,,,,,,,,,,,16/08/2021,1,1510,509,1001,Johor,,
17/08/2021,Johor,1309,1236,18334,39592,,,1438.6,7385,129.6,3686270,0.971553951,17812.47013,0.080763644,0.059779644,0.010740396,,,,,,,,,,,,17/08/2021,1,1309,426,883,Johor,,
18/08/2021,Johor,1477,1096,18666,37235,,,1455,7630,-22,3684793,0.971164672,18127.75977,0.080263641,0.073020465,0.010105045,,,,,,,,,,,,18/08/2021,1,1477,448,1029,Johor,,
19/08/2021,Johor,1526,1363,18792,39371,,,1433,6615,-93,3683267,0.97076248,18242.56852,0.078552535,0.066890166,0.010689152,,,,,,,,,,,,19/08/2021,1,1526,451,1075,Johor,,
20/08/2021,Johor,1323,1257,18814,38798,,,1476.4,7790,153.4,3681944,0.970413789,18257.36504,0.080865996,0.053789731,0.010537368,,,,,,,,,,,,20/08/2021,1,1323,320,1003,Johor,,
21/08/2021,Johor,1558,1012,19301,31576,,,1578.2,6955,20.2,3680386,0.970003163,18722.03104,0.08429641,0.063468214,0.008579535,,,,,,,,,,,,21/08/2021,1,1558,582,976,Johor,,
22/08/2021,Johor,1391,1225,19414,34100,,,1823.6,6835,432.6,3678995,0.969636551,18824.52399,0.096873631,0.066910477,0.009268836,,,,,,,,,,,,22/08/2021,1,1391,459,932,Johor,,
23/08/2021,Johor,1367,1299,19439,38288,,,1907.2,8715,540.2,3677628,0.969276264,18841.76129,0.10122196,0.067133083,0.010411058,,,,,,,,,,,,23/08/2021,1,1367,564,803,Johor,,
24/08/2021,Johor,1743,1305,19844,38848,,,2013,9160,270,3675885,0.968816878,19225.20213,0.104706311,0.080326547,0.010568339,,,,,,,,,,,,24/08/2021,1,1743,620,1123,Johor,,
25/08/2021,Johor,1832,1594,20039,38678,,,2034.8,13925,202.8,3674053,0.968334036,19404.44575,0.104862567,0.076500823,0.010527339,,,,,,,,,,,,25/08/2021,1,1832,459,1373,Johor,,
26/08/2021,Johor,2785,1533,21252,31530,,,2121.4,9045,-663.6,3671268,0.967600021,20563.43565,0.103163695,0.063852814,0.008588313,,,,,,,,,,,,26/08/2021,1,2785,1118,1667,Johor,,
27/08/2021,Johor,1809,1357,21652,32176,,,1996.2,9480,187.2,3669459,0.967123241,20940.15241,0.095328819,0.058701275,0.008768595,,,,,,,,,,,,27/08/2021,1,1809,452,1357,Johor,,
28/08/2021,Johor,1896,1271,22225,28790,,,2033,9260,137,3667563,0.966623531,21483.20797,0.09463205,0.061417323,0.007849899,,,,,,,,,,,,28/08/2021,1,1896,760,1136,Johor,,
29/08/2021,Johor,1852,1365,22663,32029,,,2082.8,11325,230.8,3665711,0.966135417,21895.52696,0.095124452,0.059789084,0.008737459,,,,,,,,,,,,29/08/2021,1,1852,644,1208,Johor,,
30/08/2021,Johor,2265,1355,23517,28170,,,2178.6,10795,-86.4,3663446,0.965538453,22706.56781,0.095945808,0.052685291,0.007689481,,,,,,,,,,,,30/08/2021,1,2265,702,1563,Johor,,
31/08/2021,Johor,2159,1239,24389,22323,,,2141,9965,-18,3661287,0.964969427,23534.63936,0.090972288,0.056992907,0.006097036,,,,,,,,,,,,31/08/2021,1,2159,495,1664,Johor,,
01/09/2021,Johor,1993,1390,24940,28555,,,2142.2,10725,149.2,3659294,0.964444152,24053.23714,0.089060777,0.057818765,0.007803418,,,,,,,,,,,,01/09/2021,1,1993,653,1340,Johor,,
02/09/2021,Johor,2145,1442,25584,36136,,,2163.8,11655,18.8,3657149,0.963878815,24659.8756,0.087745779,0.04862414,0.009880921,,,,,,,,,,,,02/09/2021,1,2145,749,1396,Johor,,
03/09/2021,Johor,2331,1244,26616,45358,,,2169.6,10385,-161.4,3654818,0.963264456,25638.24677,0.084623571,0.056469793,0.012410467,,,,,,,,,,,,03/09/2021,1,2331,1137,1194,Johor,,
04/09/2021,Johor,2077,1503,27143,35380,,,2076.8,10825,-0.2,3652741,0.962717042,26131.02867,0.079476397,0.049183952,0.009685877,,,,,,,,,,,,04/09/2021,1,2077,672,1405,Johor,,
05/09/2021,Johor,2165,1335,27924,27785,,,2067.8,10505,-97.2,3650576,0.962146434,26866.97702,0.076964371,0.048059017,0.007611128,,,,,,,,,,,,05/09/2021,1,2165,614,1551,Johor,,
06/09/2021,Johor,2101,1342,28636,31948,,,2094.2,10870,-6.8,3648475,0.961592694,27536.16839,0.076052702,0.059435675,0.008756535,,,,,,,,,,,,06/09/2021,1,2101,561,1540,Johor,,
07/09/2021,Johor,2174,1702,29066,35589,,,2130.4,9335,-43.6,3646301,0.961019714,27932.99902,0.076268216,0.061549577,0.009760302,,,,,,,,,,,,07/09/2021,1,2174,671,1503,Johor,,
08/09/2021,Johor,1867,1789,29098,35032,,,2117.6,10160,250.6,3644434,0.960527647,27949.43349,0.0757654,0.094989346,0.009612467,,,,,,,,,,,,08/09/2021,1,1867,526,1341,Johor,,
09/09/2021,Johor,2032,2764,28326,36158,,,2150.2,11485,118.2,3642402,0.959992093,27192.73603,0.079072588,0.061533573,0.009926966,,,,,,,,,,,,09/09/2021,1,2032,392,1640,Johor,,
10/09/2021,Johor,2297,1743,28839,36884,,,2138.6,11410,-158.4,3640105,0.959386695,27667.75291,0.07729576,0.06321301,0.010132675,,,,,,,,,,,,10/09/2021,1,2297,755,1542,Johor,,
11/09/2021,Johor,2282,1823,29258,37939,,,2051.2,10550,-230.8,3637823,0.958785251,28052.13888,0.073120984,0.06114567,0.01042904,,,,,,,,,,,,11/09/2021,1,2282,681,1601,Johor,,
12/09/2021,Johor,2110,1789,29529,35496,,,2036,10150,-74,3635713,0.958229139,28295.54825,0.071954782,0.074469166,0.009763147,,,,,,,,,,,,12/09/2021,1,2110,495,1615,Johor,,
13/09/2021,Johor,2030,2199,29317,31648,,,2080.8,9870,50.8,3633683,0.957694112,28076.71828,0.074111225,0.071903674,0.008709621,,,,,,,,,,,,13/09/2021,1,2030,747,1283,Johor,,
14/09/2021,Johor,1974,2108,29138,38645,,,2116.4,9300,142.4,3631709,0.957173844,27890.13147,0.075883472,0.066682682,0.010640996,,,,,,,,,,,,14/09/2021,1,1974,453,1521,Johor,,
15/09/2021,Johor,1860,1943,29006,38338,,,2111.2,11030,251.2,3629849,0.956683622,27749.56515,0.076080471,0.071847204,0.010561872,,,,,,,,,,,,15/09/2021,1,1860,293,1567,Johor,,
16/09/2021,Johor,2206,2084,29077,34621,,,2058.8,11670,-147.2,3627643,0.956102209,27800.58392,0.074055998,0.078034185,0.009543662,,,,,,,,,,,,16/09/2021,1,2206,482,1724,Johor,,
17/09/2021,Johor,2334,2269,29100,30008,,,2009.4,11040,-324.6,3625309,0.955487059,27804.67342,0.072268427,0.068659794,0.008277363,,,,,,,,,,,,17/09/2021,1,2334,490,1844,Johor,,
18/09/2021,Johor,2208,1998,29274,40251,,,1918.6,9740,-289.4,3623101,0.954905118,27953.89243,0.068634449,0.071599371,0.011109544,,,,,,,,,,,,18/09/2021,1,2208,648,1560,Johor,,
19/09/2021,Johor,1948,2096,29097,34490,,,1859.6,7990,-88.4,3621153,0.954391703,27769.93539,0.066964506,0.070797677,0.009524591,,,,,,,,,,,,19/09/2021,1,1948,500,1448,Johor,,
20/09/2021,Johor,1598,2060,28599,35456,,,1831.4,9795,233.4,3619555,0.953970534,27282.6033,0.067127025,0.074128466,0.009795679,,,,,,,,,,,,20/09/2021,1,1598,370,1228,Johor,,
21/09/2021,Johor,1959,2120,28408,38605,,,1787.2,9400,-171.8,3617596,0.95345422,27085.72747,0.06598309,0.06353844,0.010671451,,,,,,,,,,,,21/09/2021,1,1959,426,1533,Johor,,
22/09/2021,Johor,1880,1805,28454,38122,,,1686.4,9565,-193.6,3615716,0.952958726,27115.4876,0.062193239,0.118999086,0.010543417,,,,,,,,,,,,22/09/2021,1,1880,298,1582,Johor,,
23/09/2021,Johor,1913,3386,26954,29942,,,1555.6,9035,-357.4,3613803,0.952454536,25672.45956,0.060594116,0.064851228,0.008285454,,,,,,,,,,,,23/09/2021,1,1913,395,1518,Johor,,
24/09/2021,Johor,1807,1748,26984,31535,,,1436.8,6885,-370.2,3611996,0.951978283,25688.18198,0.055932335,0.076230359,0.00873063,,,,,,,,,,,,24/09/2021,1,1807,515,1292,Johor,,
25/09/2021,Johor,1377,2057,26280,31121,,,1333.2,7275,-43.8,3610619,0.95161536,25008.45167,0.053309978,0.072526636,0.008619298,,,,,,,,,,,,25/09/2021,1,1377,332,1045,Johor,,
26/09/2021,Johor,1455,1906,25806,30658,,,1306,6130,-149,3609164,0.95123188,24547.4899,0.053202996,0.069518717,0.008494488,,,,,,,,,,,,26/09/2021,1,1455,385,1070,Johor,,
27/09/2021,Johor,1226,1794,25212,29575,,,1258.4,6595,32.4,3607938,0.950908755,23974.31154,0.052489516,0.071394574,0.008197203,,,,,,,,,,,,27/09/2021,1,1226,213,1013,Johor,,
28/09/2021,Johor,1319,1800,24714,30733,,,1238,6445,-81,3606619,0.95056112,23492.16751,0.052698415,0.068705997,0.008521277,,,,,,,,,,,,28/09/2021,1,1319,226,1093,Johor,,
